,index,minsupp_new,induction_measure,pruning_measure,voting_measure,max_growing,complementary_condition
1470,1470,11,Measures.RSS,Measures.RSS,Measures.Correlation,3,0
1471,1471,11,Measures.RSS,Measures.RSS,Measures.Correlation,3,1
1472,1472,11,Measures.RSS,Measures.RSS,Measures.Correlation,4,0
1473,1473,11,Measures.RSS,Measures.RSS,Measures.Correlation,4,1
1474,1474,11,Measures.RSS,Measures.RSS,Measures.Correlation,5,0
1475,1475,11,Measures.RSS,Measures.RSS,Measures.Correlation,5,1
1476,1476,11,Measures.RSS,Measures.Correlation,Measures.C2,0,0
1477,1477,11,Measures.RSS,Measures.Correlation,Measures.C2,0,1
1478,1478,11,Measures.RSS,Measures.Correlation,Measures.C2,1,0
1479,1479,11,Measures.RSS,Measures.Correlation,Measures.C2,1,1
1480,1480,11,Measures.RSS,Measures.Correlation,Measures.C2,2,0
1481,1481,11,Measures.RSS,Measures.Correlation,Measures.C2,2,1
1482,1482,11,Measures.RSS,Measures.Correlation,Measures.C2,3,0
1483,1483,11,Measures.RSS,Measures.Correlation,Measures.C2,3,1
1484,1484,11,Measures.RSS,Measures.Correlation,Measures.C2,4,0
1485,1485,11,Measures.RSS,Measures.Correlation,Measures.C2,4,1
1486,1486,11,Measures.RSS,Measures.Correlation,Measures.C2,5,0
1487,1487,11,Measures.RSS,Measures.Correlation,Measures.C2,5,1
1488,1488,11,Measures.RSS,Measures.Correlation,Measures.RSS,0,0
1489,1489,11,Measures.RSS,Measures.Correlation,Measures.RSS,0,1
1490,1490,11,Measures.RSS,Measures.Correlation,Measures.RSS,1,0
1491,1491,11,Measures.RSS,Measures.Correlation,Measures.RSS,1,1
1492,1492,11,Measures.RSS,Measures.Correlation,Measures.RSS,2,0
1493,1493,11,Measures.RSS,Measures.Correlation,Measures.RSS,2,1
1494,1494,11,Measures.RSS,Measures.Correlation,Measures.RSS,3,0
1495,1495,11,Measures.RSS,Measures.Correlation,Measures.RSS,3,1
1496,1496,11,Measures.RSS,Measures.Correlation,Measures.RSS,4,0
1497,1497,11,Measures.RSS,Measures.Correlation,Measures.RSS,4,1
1498,1498,11,Measures.RSS,Measures.Correlation,Measures.RSS,5,0
1499,1499,11,Measures.RSS,Measures.Correlation,Measures.RSS,5,1
1500,1500,11,Measures.RSS,Measures.Correlation,Measures.Correlation,0,0
1501,1501,11,Measures.RSS,Measures.Correlation,Measures.Correlation,0,1
1502,1502,11,Measures.RSS,Measures.Correlation,Measures.Correlation,1,0
1503,1503,11,Measures.RSS,Measures.Correlation,Measures.Correlation,1,1
1504,1504,11,Measures.RSS,Measures.Correlation,Measures.Correlation,2,0
1505,1505,11,Measures.RSS,Measures.Correlation,Measures.Correlation,2,1
1506,1506,11,Measures.RSS,Measures.Correlation,Measures.Correlation,3,0
1507,1507,11,Measures.RSS,Measures.Correlation,Measures.Correlation,3,1
1508,1508,11,Measures.RSS,Measures.Correlation,Measures.Correlation,4,0
1509,1509,11,Measures.RSS,Measures.Correlation,Measures.Correlation,4,1
1510,1510,11,Measures.RSS,Measures.Correlation,Measures.Correlation,5,0
1511,1511,11,Measures.RSS,Measures.Correlation,Measures.Correlation,5,1
1512,1512,11,Measures.Correlation,Measures.C2,Measures.C2,0,0
1513,1513,11,Measures.Correlation,Measures.C2,Measures.C2,0,1
1514,1514,11,Measures.Correlation,Measures.C2,Measures.C2,1,0
1515,1515,11,Measures.Correlation,Measures.C2,Measures.C2,1,1
1516,1516,11,Measures.Correlation,Measures.C2,Measures.C2,2,0
1517,1517,11,Measures.Correlation,Measures.C2,Measures.C2,2,1
1518,1518,11,Measures.Correlation,Measures.C2,Measures.C2,3,0
1519,1519,11,Measures.Correlation,Measures.C2,Measures.C2,3,1
1520,1520,11,Measures.Correlation,Measures.C2,Measures.C2,4,0
1521,1521,11,Measures.Correlation,Measures.C2,Measures.C2,4,1
1522,1522,11,Measures.Correlation,Measures.C2,Measures.C2,5,0
1523,1523,11,Measures.Correlation,Measures.C2,Measures.C2,5,1
1524,1524,11,Measures.Correlation,Measures.C2,Measures.RSS,0,0
1525,1525,11,Measures.Correlation,Measures.C2,Measures.RSS,0,1
1526,1526,11,Measures.Correlation,Measures.C2,Measures.RSS,1,0
1527,1527,11,Measures.Correlation,Measures.C2,Measures.RSS,1,1
1528,1528,11,Measures.Correlation,Measures.C2,Measures.RSS,2,0
1529,1529,11,Measures.Correlation,Measures.C2,Measures.RSS,2,1
1530,1530,11,Measures.Correlation,Measures.C2,Measures.RSS,3,0
1531,1531,11,Measures.Correlation,Measures.C2,Measures.RSS,3,1
1532,1532,11,Measures.Correlation,Measures.C2,Measures.RSS,4,0
1533,1533,11,Measures.Correlation,Measures.C2,Measures.RSS,4,1
1534,1534,11,Measures.Correlation,Measures.C2,Measures.RSS,5,0
1535,1535,11,Measures.Correlation,Measures.C2,Measures.RSS,5,1
1536,1536,11,Measures.Correlation,Measures.C2,Measures.Correlation,0,0
1537,1537,11,Measures.Correlation,Measures.C2,Measures.Correlation,0,1
1538,1538,11,Measures.Correlation,Measures.C2,Measures.Correlation,1,0
1539,1539,11,Measures.Correlation,Measures.C2,Measures.Correlation,1,1
1540,1540,11,Measures.Correlation,Measures.C2,Measures.Correlation,2,0
1541,1541,11,Measures.Correlation,Measures.C2,Measures.Correlation,2,1
1542,1542,11,Measures.Correlation,Measures.C2,Measures.Correlation,3,0
1543,1543,11,Measures.Correlation,Measures.C2,Measures.Correlation,3,1
1544,1544,11,Measures.Correlation,Measures.C2,Measures.Correlation,4,0
1545,1545,11,Measures.Correlation,Measures.C2,Measures.Correlation,4,1
1546,1546,11,Measures.Correlation,Measures.C2,Measures.Correlation,5,0
1547,1547,11,Measures.Correlation,Measures.C2,Measures.Correlation,5,1
1548,1548,11,Measures.Correlation,Measures.RSS,Measures.C2,0,0
1549,1549,11,Measures.Correlation,Measures.RSS,Measures.C2,0,1
1550,1550,11,Measures.Correlation,Measures.RSS,Measures.C2,1,0
1551,1551,11,Measures.Correlation,Measures.RSS,Measures.C2,1,1
1552,1552,11,Measures.Correlation,Measures.RSS,Measures.C2,2,0
1553,1553,11,Measures.Correlation,Measures.RSS,Measures.C2,2,1
1554,1554,11,Measures.Correlation,Measures.RSS,Measures.C2,3,0
1555,1555,11,Measures.Correlation,Measures.RSS,Measures.C2,3,1
1556,1556,11,Measures.Correlation,Measures.RSS,Measures.C2,4,0
1557,1557,11,Measures.Correlation,Measures.RSS,Measures.C2,4,1
1558,1558,11,Measures.Correlation,Measures.RSS,Measures.C2,5,0
1559,1559,11,Measures.Correlation,Measures.RSS,Measures.C2,5,1
1560,1560,11,Measures.Correlation,Measures.RSS,Measures.RSS,0,0
1561,1561,11,Measures.Correlation,Measures.RSS,Measures.RSS,0,1
1562,1562,11,Measures.Correlation,Measures.RSS,Measures.RSS,1,0
1563,1563,11,Measures.Correlation,Measures.RSS,Measures.RSS,1,1
1564,1564,11,Measures.Correlation,Measures.RSS,Measures.RSS,2,0
1565,1565,11,Measures.Correlation,Measures.RSS,Measures.RSS,2,1
1566,1566,11,Measures.Correlation,Measures.RSS,Measures.RSS,3,0
1567,1567,11,Measures.Correlation,Measures.RSS,Measures.RSS,3,1
1568,1568,11,Measures.Correlation,Measures.RSS,Measures.RSS,4,0
1569,1569,11,Measures.Correlation,Measures.RSS,Measures.RSS,4,1
1570,1570,11,Measures.Correlation,Measures.RSS,Measures.RSS,5,0
1571,1571,11,Measures.Correlation,Measures.RSS,Measures.RSS,5,1
1572,1572,11,Measures.Correlation,Measures.RSS,Measures.Correlation,0,0
1573,1573,11,Measures.Correlation,Measures.RSS,Measures.Correlation,0,1
1574,1574,11,Measures.Correlation,Measures.RSS,Measures.Correlation,1,0
1575,1575,11,Measures.Correlation,Measures.RSS,Measures.Correlation,1,1
1576,1576,11,Measures.Correlation,Measures.RSS,Measures.Correlation,2,0
1577,1577,11,Measures.Correlation,Measures.RSS,Measures.Correlation,2,1
1578,1578,11,Measures.Correlation,Measures.RSS,Measures.Correlation,3,0
1579,1579,11,Measures.Correlation,Measures.RSS,Measures.Correlation,3,1
1580,1580,11,Measures.Correlation,Measures.RSS,Measures.Correlation,4,0
1581,1581,11,Measures.Correlation,Measures.RSS,Measures.Correlation,4,1
1582,1582,11,Measures.Correlation,Measures.RSS,Measures.Correlation,5,0
1583,1583,11,Measures.Correlation,Measures.RSS,Measures.Correlation,5,1
1584,1584,11,Measures.Correlation,Measures.Correlation,Measures.C2,0,0
1585,1585,11,Measures.Correlation,Measures.Correlation,Measures.C2,0,1
1586,1586,11,Measures.Correlation,Measures.Correlation,Measures.C2,1,0
1587,1587,11,Measures.Correlation,Measures.Correlation,Measures.C2,1,1
1588,1588,11,Measures.Correlation,Measures.Correlation,Measures.C2,2,0
1589,1589,11,Measures.Correlation,Measures.Correlation,Measures.C2,2,1
1590,1590,11,Measures.Correlation,Measures.Correlation,Measures.C2,3,0
1591,1591,11,Measures.Correlation,Measures.Correlation,Measures.C2,3,1
1592,1592,11,Measures.Correlation,Measures.Correlation,Measures.C2,4,0
1593,1593,11,Measures.Correlation,Measures.Correlation,Measures.C2,4,1
1594,1594,11,Measures.Correlation,Measures.Correlation,Measures.C2,5,0
1595,1595,11,Measures.Correlation,Measures.Correlation,Measures.C2,5,1
1596,1596,11,Measures.Correlation,Measures.Correlation,Measures.RSS,0,0
1597,1597,11,Measures.Correlation,Measures.Correlation,Measures.RSS,0,1
1598,1598,11,Measures.Correlation,Measures.Correlation,Measures.RSS,1,0
1599,1599,11,Measures.Correlation,Measures.Correlation,Measures.RSS,1,1
1600,1600,11,Measures.Correlation,Measures.Correlation,Measures.RSS,2,0
1601,1601,11,Measures.Correlation,Measures.Correlation,Measures.RSS,2,1
1602,1602,11,Measures.Correlation,Measures.Correlation,Measures.RSS,3,0
1603,1603,11,Measures.Correlation,Measures.Correlation,Measures.RSS,3,1
1604,1604,11,Measures.Correlation,Measures.Correlation,Measures.RSS,4,0
1605,1605,11,Measures.Correlation,Measures.Correlation,Measures.RSS,4,1
1606,1606,11,Measures.Correlation,Measures.Correlation,Measures.RSS,5,0
1607,1607,11,Measures.Correlation,Measures.Correlation,Measures.RSS,5,1
1608,1608,11,Measures.Correlation,Measures.Correlation,Measures.Correlation,0,0
1609,1609,11,Measures.Correlation,Measures.Correlation,Measures.Correlation,0,1
1610,1610,11,Measures.Correlation,Measures.Correlation,Measures.Correlation,1,0
1611,1611,11,Measures.Correlation,Measures.Correlation,Measures.Correlation,1,1
1612,1612,11,Measures.Correlation,Measures.Correlation,Measures.Correlation,2,0
1613,1613,11,Measures.Correlation,Measures.Correlation,Measures.Correlation,2,1
1614,1614,11,Measures.Correlation,Measures.Correlation,Measures.Correlation,3,0
1615,1615,11,Measures.Correlation,Measures.Correlation,Measures.Correlation,3,1
1616,1616,11,Measures.Correlation,Measures.Correlation,Measures.Correlation,4,0
1617,1617,11,Measures.Correlation,Measures.Correlation,Measures.Correlation,4,1
1618,1618,11,Measures.Correlation,Measures.Correlation,Measures.Correlation,5,0
1619,1619,11,Measures.Correlation,Measures.Correlation,Measures.Correlation,5,1
1620,1620,13,Measures.C2,Measures.C2,Measures.C2,0,0
1621,1621,13,Measures.C2,Measures.C2,Measures.C2,0,1
1622,1622,13,Measures.C2,Measures.C2,Measures.C2,1,0
1623,1623,13,Measures.C2,Measures.C2,Measures.C2,1,1
1624,1624,13,Measures.C2,Measures.C2,Measures.C2,2,0
1625,1625,13,Measures.C2,Measures.C2,Measures.C2,2,1
1626,1626,13,Measures.C2,Measures.C2,Measures.C2,3,0
1627,1627,13,Measures.C2,Measures.C2,Measures.C2,3,1
1628,1628,13,Measures.C2,Measures.C2,Measures.C2,4,0
1629,1629,13,Measures.C2,Measures.C2,Measures.C2,4,1
1630,1630,13,Measures.C2,Measures.C2,Measures.C2,5,0
1631,1631,13,Measures.C2,Measures.C2,Measures.C2,5,1
1632,1632,13,Measures.C2,Measures.C2,Measures.RSS,0,0
1633,1633,13,Measures.C2,Measures.C2,Measures.RSS,0,1
1634,1634,13,Measures.C2,Measures.C2,Measures.RSS,1,0
1635,1635,13,Measures.C2,Measures.C2,Measures.RSS,1,1
1636,1636,13,Measures.C2,Measures.C2,Measures.RSS,2,0
1637,1637,13,Measures.C2,Measures.C2,Measures.RSS,2,1
1638,1638,13,Measures.C2,Measures.C2,Measures.RSS,3,0
1639,1639,13,Measures.C2,Measures.C2,Measures.RSS,3,1
1640,1640,13,Measures.C2,Measures.C2,Measures.RSS,4,0
1641,1641,13,Measures.C2,Measures.C2,Measures.RSS,4,1
1642,1642,13,Measures.C2,Measures.C2,Measures.RSS,5,0
1643,1643,13,Measures.C2,Measures.C2,Measures.RSS,5,1
1644,1644,13,Measures.C2,Measures.C2,Measures.Correlation,0,0
1645,1645,13,Measures.C2,Measures.C2,Measures.Correlation,0,1
1646,1646,13,Measures.C2,Measures.C2,Measures.Correlation,1,0
1647,1647,13,Measures.C2,Measures.C2,Measures.Correlation,1,1
1648,1648,13,Measures.C2,Measures.C2,Measures.Correlation,2,0
1649,1649,13,Measures.C2,Measures.C2,Measures.Correlation,2,1
1650,1650,13,Measures.C2,Measures.C2,Measures.Correlation,3,0
1651,1651,13,Measures.C2,Measures.C2,Measures.Correlation,3,1
1652,1652,13,Measures.C2,Measures.C2,Measures.Correlation,4,0
1653,1653,13,Measures.C2,Measures.C2,Measures.Correlation,4,1
1654,1654,13,Measures.C2,Measures.C2,Measures.Correlation,5,0
1655,1655,13,Measures.C2,Measures.C2,Measures.Correlation,5,1
1656,1656,13,Measures.C2,Measures.RSS,Measures.C2,0,0
1657,1657,13,Measures.C2,Measures.RSS,Measures.C2,0,1
1658,1658,13,Measures.C2,Measures.RSS,Measures.C2,1,0
1659,1659,13,Measures.C2,Measures.RSS,Measures.C2,1,1
1660,1660,13,Measures.C2,Measures.RSS,Measures.C2,2,0
1661,1661,13,Measures.C2,Measures.RSS,Measures.C2,2,1
1662,1662,13,Measures.C2,Measures.RSS,Measures.C2,3,0
1663,1663,13,Measures.C2,Measures.RSS,Measures.C2,3,1
1664,1664,13,Measures.C2,Measures.RSS,Measures.C2,4,0
1665,1665,13,Measures.C2,Measures.RSS,Measures.C2,4,1
1666,1666,13,Measures.C2,Measures.RSS,Measures.C2,5,0
1667,1667,13,Measures.C2,Measures.RSS,Measures.C2,5,1
1668,1668,13,Measures.C2,Measures.RSS,Measures.RSS,0,0
1669,1669,13,Measures.C2,Measures.RSS,Measures.RSS,0,1
1670,1670,13,Measures.C2,Measures.RSS,Measures.RSS,1,0
1671,1671,13,Measures.C2,Measures.RSS,Measures.RSS,1,1
1672,1672,13,Measures.C2,Measures.RSS,Measures.RSS,2,0
1673,1673,13,Measures.C2,Measures.RSS,Measures.RSS,2,1
1674,1674,13,Measures.C2,Measures.RSS,Measures.RSS,3,0
1675,1675,13,Measures.C2,Measures.RSS,Measures.RSS,3,1
1676,1676,13,Measures.C2,Measures.RSS,Measures.RSS,4,0
1677,1677,13,Measures.C2,Measures.RSS,Measures.RSS,4,1
1678,1678,13,Measures.C2,Measures.RSS,Measures.RSS,5,0
1679,1679,13,Measures.C2,Measures.RSS,Measures.RSS,5,1
1680,1680,13,Measures.C2,Measures.RSS,Measures.Correlation,0,0
1681,1681,13,Measures.C2,Measures.RSS,Measures.Correlation,0,1
1682,1682,13,Measures.C2,Measures.RSS,Measures.Correlation,1,0
1683,1683,13,Measures.C2,Measures.RSS,Measures.Correlation,1,1
1684,1684,13,Measures.C2,Measures.RSS,Measures.Correlation,2,0
1685,1685,13,Measures.C2,Measures.RSS,Measures.Correlation,2,1
1686,1686,13,Measures.C2,Measures.RSS,Measures.Correlation,3,0
1687,1687,13,Measures.C2,Measures.RSS,Measures.Correlation,3,1
1688,1688,13,Measures.C2,Measures.RSS,Measures.Correlation,4,0
1689,1689,13,Measures.C2,Measures.RSS,Measures.Correlation,4,1
1690,1690,13,Measures.C2,Measures.RSS,Measures.Correlation,5,0
1691,1691,13,Measures.C2,Measures.RSS,Measures.Correlation,5,1
1692,1692,13,Measures.C2,Measures.Correlation,Measures.C2,0,0
1693,1693,13,Measures.C2,Measures.Correlation,Measures.C2,0,1
1694,1694,13,Measures.C2,Measures.Correlation,Measures.C2,1,0
1695,1695,13,Measures.C2,Measures.Correlation,Measures.C2,1,1
1696,1696,13,Measures.C2,Measures.Correlation,Measures.C2,2,0
1697,1697,13,Measures.C2,Measures.Correlation,Measures.C2,2,1
1698,1698,13,Measures.C2,Measures.Correlation,Measures.C2,3,0
1699,1699,13,Measures.C2,Measures.Correlation,Measures.C2,3,1
1700,1700,13,Measures.C2,Measures.Correlation,Measures.C2,4,0
1701,1701,13,Measures.C2,Measures.Correlation,Measures.C2,4,1
1702,1702,13,Measures.C2,Measures.Correlation,Measures.C2,5,0
1703,1703,13,Measures.C2,Measures.Correlation,Measures.C2,5,1
1704,1704,13,Measures.C2,Measures.Correlation,Measures.RSS,0,0
1705,1705,13,Measures.C2,Measures.Correlation,Measures.RSS,0,1
1706,1706,13,Measures.C2,Measures.Correlation,Measures.RSS,1,0
1707,1707,13,Measures.C2,Measures.Correlation,Measures.RSS,1,1
1708,1708,13,Measures.C2,Measures.Correlation,Measures.RSS,2,0
1709,1709,13,Measures.C2,Measures.Correlation,Measures.RSS,2,1
1710,1710,13,Measures.C2,Measures.Correlation,Measures.RSS,3,0
1711,1711,13,Measures.C2,Measures.Correlation,Measures.RSS,3,1
1712,1712,13,Measures.C2,Measures.Correlation,Measures.RSS,4,0
1713,1713,13,Measures.C2,Measures.Correlation,Measures.RSS,4,1
1714,1714,13,Measures.C2,Measures.Correlation,Measures.RSS,5,0
1715,1715,13,Measures.C2,Measures.Correlation,Measures.RSS,5,1
1716,1716,13,Measures.C2,Measures.Correlation,Measures.Correlation,0,0
1717,1717,13,Measures.C2,Measures.Correlation,Measures.Correlation,0,1
1718,1718,13,Measures.C2,Measures.Correlation,Measures.Correlation,1,0
1719,1719,13,Measures.C2,Measures.Correlation,Measures.Correlation,1,1
1720,1720,13,Measures.C2,Measures.Correlation,Measures.Correlation,2,0
1721,1721,13,Measures.C2,Measures.Correlation,Measures.Correlation,2,1
1722,1722,13,Measures.C2,Measures.Correlation,Measures.Correlation,3,0
1723,1723,13,Measures.C2,Measures.Correlation,Measures.Correlation,3,1
1724,1724,13,Measures.C2,Measures.Correlation,Measures.Correlation,4,0
1725,1725,13,Measures.C2,Measures.Correlation,Measures.Correlation,4,1
1726,1726,13,Measures.C2,Measures.Correlation,Measures.Correlation,5,0
1727,1727,13,Measures.C2,Measures.Correlation,Measures.Correlation,5,1
1728,1728,13,Measures.RSS,Measures.C2,Measures.C2,0,0
1729,1729,13,Measures.RSS,Measures.C2,Measures.C2,0,1
1730,1730,13,Measures.RSS,Measures.C2,Measures.C2,1,0
1731,1731,13,Measures.RSS,Measures.C2,Measures.C2,1,1
1732,1732,13,Measures.RSS,Measures.C2,Measures.C2,2,0
1733,1733,13,Measures.RSS,Measures.C2,Measures.C2,2,1
1734,1734,13,Measures.RSS,Measures.C2,Measures.C2,3,0
1735,1735,13,Measures.RSS,Measures.C2,Measures.C2,3,1
1736,1736,13,Measures.RSS,Measures.C2,Measures.C2,4,0
1737,1737,13,Measures.RSS,Measures.C2,Measures.C2,4,1
1738,1738,13,Measures.RSS,Measures.C2,Measures.C2,5,0
1739,1739,13,Measures.RSS,Measures.C2,Measures.C2,5,1
1740,1740,13,Measures.RSS,Measures.C2,Measures.RSS,0,0
1741,1741,13,Measures.RSS,Measures.C2,Measures.RSS,0,1
1742,1742,13,Measures.RSS,Measures.C2,Measures.RSS,1,0
1743,1743,13,Measures.RSS,Measures.C2,Measures.RSS,1,1
1744,1744,13,Measures.RSS,Measures.C2,Measures.RSS,2,0
1745,1745,13,Measures.RSS,Measures.C2,Measures.RSS,2,1
1746,1746,13,Measures.RSS,Measures.C2,Measures.RSS,3,0
1747,1747,13,Measures.RSS,Measures.C2,Measures.RSS,3,1
1748,1748,13,Measures.RSS,Measures.C2,Measures.RSS,4,0
1749,1749,13,Measures.RSS,Measures.C2,Measures.RSS,4,1
1750,1750,13,Measures.RSS,Measures.C2,Measures.RSS,5,0
1751,1751,13,Measures.RSS,Measures.C2,Measures.RSS,5,1
1752,1752,13,Measures.RSS,Measures.C2,Measures.Correlation,0,0
1753,1753,13,Measures.RSS,Measures.C2,Measures.Correlation,0,1
1754,1754,13,Measures.RSS,Measures.C2,Measures.Correlation,1,0
1755,1755,13,Measures.RSS,Measures.C2,Measures.Correlation,1,1
1756,1756,13,Measures.RSS,Measures.C2,Measures.Correlation,2,0
1757,1757,13,Measures.RSS,Measures.C2,Measures.Correlation,2,1
1758,1758,13,Measures.RSS,Measures.C2,Measures.Correlation,3,0
1759,1759,13,Measures.RSS,Measures.C2,Measures.Correlation,3,1
1760,1760,13,Measures.RSS,Measures.C2,Measures.Correlation,4,0
1761,1761,13,Measures.RSS,Measures.C2,Measures.Correlation,4,1
1762,1762,13,Measures.RSS,Measures.C2,Measures.Correlation,5,0
1763,1763,13,Measures.RSS,Measures.C2,Measures.Correlation,5,1
1764,1764,13,Measures.RSS,Measures.RSS,Measures.C2,0,0
1765,1765,13,Measures.RSS,Measures.RSS,Measures.C2,0,1
1766,1766,13,Measures.RSS,Measures.RSS,Measures.C2,1,0
1767,1767,13,Measures.RSS,Measures.RSS,Measures.C2,1,1
1768,1768,13,Measures.RSS,Measures.RSS,Measures.C2,2,0
1769,1769,13,Measures.RSS,Measures.RSS,Measures.C2,2,1
1770,1770,13,Measures.RSS,Measures.RSS,Measures.C2,3,0
1771,1771,13,Measures.RSS,Measures.RSS,Measures.C2,3,1
1772,1772,13,Measures.RSS,Measures.RSS,Measures.C2,4,0
1773,1773,13,Measures.RSS,Measures.RSS,Measures.C2,4,1
1774,1774,13,Measures.RSS,Measures.RSS,Measures.C2,5,0
1775,1775,13,Measures.RSS,Measures.RSS,Measures.C2,5,1
1776,1776,13,Measures.RSS,Measures.RSS,Measures.RSS,0,0
1777,1777,13,Measures.RSS,Measures.RSS,Measures.RSS,0,1
1778,1778,13,Measures.RSS,Measures.RSS,Measures.RSS,1,0
1779,1779,13,Measures.RSS,Measures.RSS,Measures.RSS,1,1
1780,1780,13,Measures.RSS,Measures.RSS,Measures.RSS,2,0
1781,1781,13,Measures.RSS,Measures.RSS,Measures.RSS,2,1
1782,1782,13,Measures.RSS,Measures.RSS,Measures.RSS,3,0
1783,1783,13,Measures.RSS,Measures.RSS,Measures.RSS,3,1
1784,1784,13,Measures.RSS,Measures.RSS,Measures.RSS,4,0
1785,1785,13,Measures.RSS,Measures.RSS,Measures.RSS,4,1
1786,1786,13,Measures.RSS,Measures.RSS,Measures.RSS,5,0
1787,1787,13,Measures.RSS,Measures.RSS,Measures.RSS,5,1
1788,1788,13,Measures.RSS,Measures.RSS,Measures.Correlation,0,0
1789,1789,13,Measures.RSS,Measures.RSS,Measures.Correlation,0,1
1790,1790,13,Measures.RSS,Measures.RSS,Measures.Correlation,1,0
1791,1791,13,Measures.RSS,Measures.RSS,Measures.Correlation,1,1
1792,1792,13,Measures.RSS,Measures.RSS,Measures.Correlation,2,0
1793,1793,13,Measures.RSS,Measures.RSS,Measures.Correlation,2,1
1794,1794,13,Measures.RSS,Measures.RSS,Measures.Correlation,3,0
1795,1795,13,Measures.RSS,Measures.RSS,Measures.Correlation,3,1
1796,1796,13,Measures.RSS,Measures.RSS,Measures.Correlation,4,0
1797,1797,13,Measures.RSS,Measures.RSS,Measures.Correlation,4,1
1798,1798,13,Measures.RSS,Measures.RSS,Measures.Correlation,5,0
1799,1799,13,Measures.RSS,Measures.RSS,Measures.Correlation,5,1
1800,1800,13,Measures.RSS,Measures.Correlation,Measures.C2,0,0
1801,1801,13,Measures.RSS,Measures.Correlation,Measures.C2,0,1
1802,1802,13,Measures.RSS,Measures.Correlation,Measures.C2,1,0
1803,1803,13,Measures.RSS,Measures.Correlation,Measures.C2,1,1
1804,1804,13,Measures.RSS,Measures.Correlation,Measures.C2,2,0
1805,1805,13,Measures.RSS,Measures.Correlation,Measures.C2,2,1
1806,1806,13,Measures.RSS,Measures.Correlation,Measures.C2,3,0
1807,1807,13,Measures.RSS,Measures.Correlation,Measures.C2,3,1
1808,1808,13,Measures.RSS,Measures.Correlation,Measures.C2,4,0
1809,1809,13,Measures.RSS,Measures.Correlation,Measures.C2,4,1
1810,1810,13,Measures.RSS,Measures.Correlation,Measures.C2,5,0
1811,1811,13,Measures.RSS,Measures.Correlation,Measures.C2,5,1
1812,1812,13,Measures.RSS,Measures.Correlation,Measures.RSS,0,0
1813,1813,13,Measures.RSS,Measures.Correlation,Measures.RSS,0,1
1814,1814,13,Measures.RSS,Measures.Correlation,Measures.RSS,1,0
1815,1815,13,Measures.RSS,Measures.Correlation,Measures.RSS,1,1
1816,1816,13,Measures.RSS,Measures.Correlation,Measures.RSS,2,0
1817,1817,13,Measures.RSS,Measures.Correlation,Measures.RSS,2,1
1818,1818,13,Measures.RSS,Measures.Correlation,Measures.RSS,3,0
1819,1819,13,Measures.RSS,Measures.Correlation,Measures.RSS,3,1
1820,1820,13,Measures.RSS,Measures.Correlation,Measures.RSS,4,0
1821,1821,13,Measures.RSS,Measures.Correlation,Measures.RSS,4,1
1822,1822,13,Measures.RSS,Measures.Correlation,Measures.RSS,5,0
1823,1823,13,Measures.RSS,Measures.Correlation,Measures.RSS,5,1
1824,1824,13,Measures.RSS,Measures.Correlation,Measures.Correlation,0,0
1825,1825,13,Measures.RSS,Measures.Correlation,Measures.Correlation,0,1
1826,1826,13,Measures.RSS,Measures.Correlation,Measures.Correlation,1,0
1827,1827,13,Measures.RSS,Measures.Correlation,Measures.Correlation,1,1
1828,1828,13,Measures.RSS,Measures.Correlation,Measures.Correlation,2,0
1829,1829,13,Measures.RSS,Measures.Correlation,Measures.Correlation,2,1
1830,1830,13,Measures.RSS,Measures.Correlation,Measures.Correlation,3,0
1831,1831,13,Measures.RSS,Measures.Correlation,Measures.Correlation,3,1
1832,1832,13,Measures.RSS,Measures.Correlation,Measures.Correlation,4,0
1833,1833,13,Measures.RSS,Measures.Correlation,Measures.Correlation,4,1
1834,1834,13,Measures.RSS,Measures.Correlation,Measures.Correlation,5,0
1835,1835,13,Measures.RSS,Measures.Correlation,Measures.Correlation,5,1
1836,1836,13,Measures.Correlation,Measures.C2,Measures.C2,0,0
1837,1837,13,Measures.Correlation,Measures.C2,Measures.C2,0,1
1838,1838,13,Measures.Correlation,Measures.C2,Measures.C2,1,0
1839,1839,13,Measures.Correlation,Measures.C2,Measures.C2,1,1
1840,1840,13,Measures.Correlation,Measures.C2,Measures.C2,2,0
1841,1841,13,Measures.Correlation,Measures.C2,Measures.C2,2,1
1842,1842,13,Measures.Correlation,Measures.C2,Measures.C2,3,0
1843,1843,13,Measures.Correlation,Measures.C2,Measures.C2,3,1
1844,1844,13,Measures.Correlation,Measures.C2,Measures.C2,4,0
1845,1845,13,Measures.Correlation,Measures.C2,Measures.C2,4,1
1846,1846,13,Measures.Correlation,Measures.C2,Measures.C2,5,0
1847,1847,13,Measures.Correlation,Measures.C2,Measures.C2,5,1
1848,1848,13,Measures.Correlation,Measures.C2,Measures.RSS,0,0
1849,1849,13,Measures.Correlation,Measures.C2,Measures.RSS,0,1
1850,1850,13,Measures.Correlation,Measures.C2,Measures.RSS,1,0
1851,1851,13,Measures.Correlation,Measures.C2,Measures.RSS,1,1
1852,1852,13,Measures.Correlation,Measures.C2,Measures.RSS,2,0
1853,1853,13,Measures.Correlation,Measures.C2,Measures.RSS,2,1
1854,1854,13,Measures.Correlation,Measures.C2,Measures.RSS,3,0
1855,1855,13,Measures.Correlation,Measures.C2,Measures.RSS,3,1
