,index,minsupp_new,induction_measure,pruning_measure,voting_measure,max_growing,complementary_condition
0,0,3,Measures.C2,Measures.C2,Measures.C2,0,0
1,1,3,Measures.C2,Measures.C2,Measures.C2,0,1
2,2,3,Measures.C2,Measures.C2,Measures.C2,1,0
3,3,3,Measures.C2,Measures.C2,Measures.C2,1,1
4,4,3,Measures.C2,Measures.C2,Measures.C2,2,0
5,5,3,Measures.C2,Measures.C2,Measures.C2,2,1
6,6,3,Measures.C2,Measures.C2,Measures.C2,3,0
7,7,3,Measures.C2,Measures.C2,Measures.C2,3,1
8,8,3,Measures.C2,Measures.C2,Measures.C2,4,0
9,9,3,Measures.C2,Measures.C2,Measures.C2,4,1
10,10,3,Measures.C2,Measures.C2,Measures.C2,5,0
11,11,3,Measures.C2,Measures.C2,Measures.C2,5,1
12,12,3,Measures.C2,Measures.C2,Measures.RSS,0,0
13,13,3,Measures.C2,Measures.C2,Measures.RSS,0,1
14,14,3,Measures.C2,Measures.C2,Measures.RSS,1,0
15,15,3,Measures.C2,Measures.C2,Measures.RSS,1,1
16,16,3,Measures.C2,Measures.C2,Measures.RSS,2,0
17,17,3,Measures.C2,Measures.C2,Measures.RSS,2,1
18,18,3,Measures.C2,Measures.C2,Measures.RSS,3,0
19,19,3,Measures.C2,Measures.C2,Measures.RSS,3,1
20,20,3,Measures.C2,Measures.C2,Measures.RSS,4,0
21,21,3,Measures.C2,Measures.C2,Measures.RSS,4,1
22,22,3,Measures.C2,Measures.C2,Measures.RSS,5,0
23,23,3,Measures.C2,Measures.C2,Measures.RSS,5,1
24,24,3,Measures.C2,Measures.C2,Measures.Correlation,0,0
25,25,3,Measures.C2,Measures.C2,Measures.Correlation,0,1
26,26,3,Measures.C2,Measures.C2,Measures.Correlation,1,0
27,27,3,Measures.C2,Measures.C2,Measures.Correlation,1,1
28,28,3,Measures.C2,Measures.C2,Measures.Correlation,2,0
29,29,3,Measures.C2,Measures.C2,Measures.Correlation,2,1
30,30,3,Measures.C2,Measures.C2,Measures.Correlation,3,0
31,31,3,Measures.C2,Measures.C2,Measures.Correlation,3,1
32,32,3,Measures.C2,Measures.C2,Measures.Correlation,4,0
33,33,3,Measures.C2,Measures.C2,Measures.Correlation,4,1
34,34,3,Measures.C2,Measures.C2,Measures.Correlation,5,0
35,35,3,Measures.C2,Measures.C2,Measures.Correlation,5,1
36,36,3,Measures.C2,Measures.RSS,Measures.C2,0,0
37,37,3,Measures.C2,Measures.RSS,Measures.C2,0,1
38,38,3,Measures.C2,Measures.RSS,Measures.C2,1,0
39,39,3,Measures.C2,Measures.RSS,Measures.C2,1,1
40,40,3,Measures.C2,Measures.RSS,Measures.C2,2,0
41,41,3,Measures.C2,Measures.RSS,Measures.C2,2,1
42,42,3,Measures.C2,Measures.RSS,Measures.C2,3,0
43,43,3,Measures.C2,Measures.RSS,Measures.C2,3,1
44,44,3,Measures.C2,Measures.RSS,Measures.C2,4,0
45,45,3,Measures.C2,Measures.RSS,Measures.C2,4,1
46,46,3,Measures.C2,Measures.RSS,Measures.C2,5,0
47,47,3,Measures.C2,Measures.RSS,Measures.C2,5,1
48,48,3,Measures.C2,Measures.RSS,Measures.RSS,0,0
49,49,3,Measures.C2,Measures.RSS,Measures.RSS,0,1
50,50,3,Measures.C2,Measures.RSS,Measures.RSS,1,0
51,51,3,Measures.C2,Measures.RSS,Measures.RSS,1,1
52,52,3,Measures.C2,Measures.RSS,Measures.RSS,2,0
53,53,3,Measures.C2,Measures.RSS,Measures.RSS,2,1
54,54,3,Measures.C2,Measures.RSS,Measures.RSS,3,0
55,55,3,Measures.C2,Measures.RSS,Measures.RSS,3,1
56,56,3,Measures.C2,Measures.RSS,Measures.RSS,4,0
57,57,3,Measures.C2,Measures.RSS,Measures.RSS,4,1
58,58,3,Measures.C2,Measures.RSS,Measures.RSS,5,0
59,59,3,Measures.C2,Measures.RSS,Measures.RSS,5,1
60,60,3,Measures.C2,Measures.RSS,Measures.Correlation,0,0
61,61,3,Measures.C2,Measures.RSS,Measures.Correlation,0,1
62,62,3,Measures.C2,Measures.RSS,Measures.Correlation,1,0
63,63,3,Measures.C2,Measures.RSS,Measures.Correlation,1,1
64,64,3,Measures.C2,Measures.RSS,Measures.Correlation,2,0
65,65,3,Measures.C2,Measures.RSS,Measures.Correlation,2,1
66,66,3,Measures.C2,Measures.RSS,Measures.Correlation,3,0
67,67,3,Measures.C2,Measures.RSS,Measures.Correlation,3,1
68,68,3,Measures.C2,Measures.RSS,Measures.Correlation,4,0
69,69,3,Measures.C2,Measures.RSS,Measures.Correlation,4,1
70,70,3,Measures.C2,Measures.RSS,Measures.Correlation,5,0
71,71,3,Measures.C2,Measures.RSS,Measures.Correlation,5,1
72,72,3,Measures.C2,Measures.Correlation,Measures.C2,0,0
73,73,3,Measures.C2,Measures.Correlation,Measures.C2,0,1
74,74,3,Measures.C2,Measures.Correlation,Measures.C2,1,0
75,75,3,Measures.C2,Measures.Correlation,Measures.C2,1,1
76,76,3,Measures.C2,Measures.Correlation,Measures.C2,2,0
77,77,3,Measures.C2,Measures.Correlation,Measures.C2,2,1
78,78,3,Measures.C2,Measures.Correlation,Measures.C2,3,0
79,79,3,Measures.C2,Measures.Correlation,Measures.C2,3,1
80,80,3,Measures.C2,Measures.Correlation,Measures.C2,4,0
81,81,3,Measures.C2,Measures.Correlation,Measures.C2,4,1
82,82,3,Measures.C2,Measures.Correlation,Measures.C2,5,0
83,83,3,Measures.C2,Measures.Correlation,Measures.C2,5,1
84,84,3,Measures.C2,Measures.Correlation,Measures.RSS,0,0
85,85,3,Measures.C2,Measures.Correlation,Measures.RSS,0,1
86,86,3,Measures.C2,Measures.Correlation,Measures.RSS,1,0
87,87,3,Measures.C2,Measures.Correlation,Measures.RSS,1,1
88,88,3,Measures.C2,Measures.Correlation,Measures.RSS,2,0
89,89,3,Measures.C2,Measures.Correlation,Measures.RSS,2,1
90,90,3,Measures.C2,Measures.Correlation,Measures.RSS,3,0
91,91,3,Measures.C2,Measures.Correlation,Measures.RSS,3,1
92,92,3,Measures.C2,Measures.Correlation,Measures.RSS,4,0
93,93,3,Measures.C2,Measures.Correlation,Measures.RSS,4,1
94,94,3,Measures.C2,Measures.Correlation,Measures.RSS,5,0
95,95,3,Measures.C2,Measures.Correlation,Measures.RSS,5,1
96,96,3,Measures.C2,Measures.Correlation,Measures.Correlation,0,0
97,97,3,Measures.C2,Measures.Correlation,Measures.Correlation,0,1
98,98,3,Measures.C2,Measures.Correlation,Measures.Correlation,1,0
99,99,3,Measures.C2,Measures.Correlation,Measures.Correlation,1,1
100,100,3,Measures.C2,Measures.Correlation,Measures.Correlation,2,0
101,101,3,Measures.C2,Measures.Correlation,Measures.Correlation,2,1
102,102,3,Measures.C2,Measures.Correlation,Measures.Correlation,3,0
103,103,3,Measures.C2,Measures.Correlation,Measures.Correlation,3,1
104,104,3,Measures.C2,Measures.Correlation,Measures.Correlation,4,0
105,105,3,Measures.C2,Measures.Correlation,Measures.Correlation,4,1
106,106,3,Measures.C2,Measures.Correlation,Measures.Correlation,5,0
107,107,3,Measures.C2,Measures.Correlation,Measures.Correlation,5,1
108,108,3,Measures.RSS,Measures.C2,Measures.C2,0,0
109,109,3,Measures.RSS,Measures.C2,Measures.C2,0,1
110,110,3,Measures.RSS,Measures.C2,Measures.C2,1,0
111,111,3,Measures.RSS,Measures.C2,Measures.C2,1,1
112,112,3,Measures.RSS,Measures.C2,Measures.C2,2,0
113,113,3,Measures.RSS,Measures.C2,Measures.C2,2,1
114,114,3,Measures.RSS,Measures.C2,Measures.C2,3,0
115,115,3,Measures.RSS,Measures.C2,Measures.C2,3,1
116,116,3,Measures.RSS,Measures.C2,Measures.C2,4,0
117,117,3,Measures.RSS,Measures.C2,Measures.C2,4,1
118,118,3,Measures.RSS,Measures.C2,Measures.C2,5,0
119,119,3,Measures.RSS,Measures.C2,Measures.C2,5,1
120,120,3,Measures.RSS,Measures.C2,Measures.RSS,0,0
121,121,3,Measures.RSS,Measures.C2,Measures.RSS,0,1
122,122,3,Measures.RSS,Measures.C2,Measures.RSS,1,0
123,123,3,Measures.RSS,Measures.C2,Measures.RSS,1,1
124,124,3,Measures.RSS,Measures.C2,Measures.RSS,2,0
125,125,3,Measures.RSS,Measures.C2,Measures.RSS,2,1
126,126,3,Measures.RSS,Measures.C2,Measures.RSS,3,0
127,127,3,Measures.RSS,Measures.C2,Measures.RSS,3,1
128,128,3,Measures.RSS,Measures.C2,Measures.RSS,4,0
129,129,3,Measures.RSS,Measures.C2,Measures.RSS,4,1
130,130,3,Measures.RSS,Measures.C2,Measures.RSS,5,0
131,131,3,Measures.RSS,Measures.C2,Measures.RSS,5,1
132,132,3,Measures.RSS,Measures.C2,Measures.Correlation,0,0
133,133,3,Measures.RSS,Measures.C2,Measures.Correlation,0,1
134,134,3,Measures.RSS,Measures.C2,Measures.Correlation,1,0
135,135,3,Measures.RSS,Measures.C2,Measures.Correlation,1,1
136,136,3,Measures.RSS,Measures.C2,Measures.Correlation,2,0
137,137,3,Measures.RSS,Measures.C2,Measures.Correlation,2,1
138,138,3,Measures.RSS,Measures.C2,Measures.Correlation,3,0
139,139,3,Measures.RSS,Measures.C2,Measures.Correlation,3,1
140,140,3,Measures.RSS,Measures.C2,Measures.Correlation,4,0
141,141,3,Measures.RSS,Measures.C2,Measures.Correlation,4,1
142,142,3,Measures.RSS,Measures.C2,Measures.Correlation,5,0
143,143,3,Measures.RSS,Measures.C2,Measures.Correlation,5,1
144,144,3,Measures.RSS,Measures.RSS,Measures.C2,0,0
145,145,3,Measures.RSS,Measures.RSS,Measures.C2,0,1
146,146,3,Measures.RSS,Measures.RSS,Measures.C2,1,0
147,147,3,Measures.RSS,Measures.RSS,Measures.C2,1,1
148,148,3,Measures.RSS,Measures.RSS,Measures.C2,2,0
149,149,3,Measures.RSS,Measures.RSS,Measures.C2,2,1
150,150,3,Measures.RSS,Measures.RSS,Measures.C2,3,0
151,151,3,Measures.RSS,Measures.RSS,Measures.C2,3,1
152,152,3,Measures.RSS,Measures.RSS,Measures.C2,4,0
153,153,3,Measures.RSS,Measures.RSS,Measures.C2,4,1
154,154,3,Measures.RSS,Measures.RSS,Measures.C2,5,0
155,155,3,Measures.RSS,Measures.RSS,Measures.C2,5,1
156,156,3,Measures.RSS,Measures.RSS,Measures.RSS,0,0
157,157,3,Measures.RSS,Measures.RSS,Measures.RSS,0,1
158,158,3,Measures.RSS,Measures.RSS,Measures.RSS,1,0
159,159,3,Measures.RSS,Measures.RSS,Measures.RSS,1,1
160,160,3,Measures.RSS,Measures.RSS,Measures.RSS,2,0
161,161,3,Measures.RSS,Measures.RSS,Measures.RSS,2,1
162,162,3,Measures.RSS,Measures.RSS,Measures.RSS,3,0
163,163,3,Measures.RSS,Measures.RSS,Measures.RSS,3,1
164,164,3,Measures.RSS,Measures.RSS,Measures.RSS,4,0
165,165,3,Measures.RSS,Measures.RSS,Measures.RSS,4,1
166,166,3,Measures.RSS,Measures.RSS,Measures.RSS,5,0
167,167,3,Measures.RSS,Measures.RSS,Measures.RSS,5,1
168,168,3,Measures.RSS,Measures.RSS,Measures.Correlation,0,0
169,169,3,Measures.RSS,Measures.RSS,Measures.Correlation,0,1
170,170,3,Measures.RSS,Measures.RSS,Measures.Correlation,1,0
171,171,3,Measures.RSS,Measures.RSS,Measures.Correlation,1,1
172,172,3,Measures.RSS,Measures.RSS,Measures.Correlation,2,0
173,173,3,Measures.RSS,Measures.RSS,Measures.Correlation,2,1
174,174,3,Measures.RSS,Measures.RSS,Measures.Correlation,3,0
175,175,3,Measures.RSS,Measures.RSS,Measures.Correlation,3,1
176,176,3,Measures.RSS,Measures.RSS,Measures.Correlation,4,0
177,177,3,Measures.RSS,Measures.RSS,Measures.Correlation,4,1
178,178,3,Measures.RSS,Measures.RSS,Measures.Correlation,5,0
179,179,3,Measures.RSS,Measures.RSS,Measures.Correlation,5,1
180,180,3,Measures.RSS,Measures.Correlation,Measures.C2,0,0
181,181,3,Measures.RSS,Measures.Correlation,Measures.C2,0,1
182,182,3,Measures.RSS,Measures.Correlation,Measures.C2,1,0
183,183,3,Measures.RSS,Measures.Correlation,Measures.C2,1,1
184,184,3,Measures.RSS,Measures.Correlation,Measures.C2,2,0
185,185,3,Measures.RSS,Measures.Correlation,Measures.C2,2,1
186,186,3,Measures.RSS,Measures.Correlation,Measures.C2,3,0
187,187,3,Measures.RSS,Measures.Correlation,Measures.C2,3,1
188,188,3,Measures.RSS,Measures.Correlation,Measures.C2,4,0
189,189,3,Measures.RSS,Measures.Correlation,Measures.C2,4,1
190,190,3,Measures.RSS,Measures.Correlation,Measures.C2,5,0
191,191,3,Measures.RSS,Measures.Correlation,Measures.C2,5,1
192,192,3,Measures.RSS,Measures.Correlation,Measures.RSS,0,0
193,193,3,Measures.RSS,Measures.Correlation,Measures.RSS,0,1
194,194,3,Measures.RSS,Measures.Correlation,Measures.RSS,1,0
195,195,3,Measures.RSS,Measures.Correlation,Measures.RSS,1,1
196,196,3,Measures.RSS,Measures.Correlation,Measures.RSS,2,0
197,197,3,Measures.RSS,Measures.Correlation,Measures.RSS,2,1
198,198,3,Measures.RSS,Measures.Correlation,Measures.RSS,3,0
199,199,3,Measures.RSS,Measures.Correlation,Measures.RSS,3,1
200,200,3,Measures.RSS,Measures.Correlation,Measures.RSS,4,0
201,201,3,Measures.RSS,Measures.Correlation,Measures.RSS,4,1
202,202,3,Measures.RSS,Measures.Correlation,Measures.RSS,5,0
203,203,3,Measures.RSS,Measures.Correlation,Measures.RSS,5,1
204,204,3,Measures.RSS,Measures.Correlation,Measures.Correlation,0,0
205,205,3,Measures.RSS,Measures.Correlation,Measures.Correlation,0,1
206,206,3,Measures.RSS,Measures.Correlation,Measures.Correlation,1,0
207,207,3,Measures.RSS,Measures.Correlation,Measures.Correlation,1,1
208,208,3,Measures.RSS,Measures.Correlation,Measures.Correlation,2,0
209,209,3,Measures.RSS,Measures.Correlation,Measures.Correlation,2,1
210,210,3,Measures.RSS,Measures.Correlation,Measures.Correlation,3,0
211,211,3,Measures.RSS,Measures.Correlation,Measures.Correlation,3,1
212,212,3,Measures.RSS,Measures.Correlation,Measures.Correlation,4,0
213,213,3,Measures.RSS,Measures.Correlation,Measures.Correlation,4,1
214,214,3,Measures.RSS,Measures.Correlation,Measures.Correlation,5,0
215,215,3,Measures.RSS,Measures.Correlation,Measures.Correlation,5,1
216,216,3,Measures.Correlation,Measures.C2,Measures.C2,0,0
217,217,3,Measures.Correlation,Measures.C2,Measures.C2,0,1
218,218,3,Measures.Correlation,Measures.C2,Measures.C2,1,0
219,219,3,Measures.Correlation,Measures.C2,Measures.C2,1,1
220,220,3,Measures.Correlation,Measures.C2,Measures.C2,2,0
221,221,3,Measures.Correlation,Measures.C2,Measures.C2,2,1
222,222,3,Measures.Correlation,Measures.C2,Measures.C2,3,0
223,223,3,Measures.Correlation,Measures.C2,Measures.C2,3,1
224,224,3,Measures.Correlation,Measures.C2,Measures.C2,4,0
225,225,3,Measures.Correlation,Measures.C2,Measures.C2,4,1
226,226,3,Measures.Correlation,Measures.C2,Measures.C2,5,0
227,227,3,Measures.Correlation,Measures.C2,Measures.C2,5,1
228,228,3,Measures.Correlation,Measures.C2,Measures.RSS,0,0
229,229,3,Measures.Correlation,Measures.C2,Measures.RSS,0,1
230,230,3,Measures.Correlation,Measures.C2,Measures.RSS,1,0
231,231,3,Measures.Correlation,Measures.C2,Measures.RSS,1,1
232,232,3,Measures.Correlation,Measures.C2,Measures.RSS,2,0
233,233,3,Measures.Correlation,Measures.C2,Measures.RSS,2,1
234,234,3,Measures.Correlation,Measures.C2,Measures.RSS,3,0
235,235,3,Measures.Correlation,Measures.C2,Measures.RSS,3,1
236,236,3,Measures.Correlation,Measures.C2,Measures.RSS,4,0
237,237,3,Measures.Correlation,Measures.C2,Measures.RSS,4,1
238,238,3,Measures.Correlation,Measures.C2,Measures.RSS,5,0
239,239,3,Measures.Correlation,Measures.C2,Measures.RSS,5,1
240,240,3,Measures.Correlation,Measures.C2,Measures.Correlation,0,0
241,241,3,Measures.Correlation,Measures.C2,Measures.Correlation,0,1
242,242,3,Measures.Correlation,Measures.C2,Measures.Correlation,1,0
243,243,3,Measures.Correlation,Measures.C2,Measures.Correlation,1,1
244,244,3,Measures.Correlation,Measures.C2,Measures.Correlation,2,0
245,245,3,Measures.Correlation,Measures.C2,Measures.Correlation,2,1
246,246,3,Measures.Correlation,Measures.C2,Measures.Correlation,3,0
247,247,3,Measures.Correlation,Measures.C2,Measures.Correlation,3,1
248,248,3,Measures.Correlation,Measures.C2,Measures.Correlation,4,0
249,249,3,Measures.Correlation,Measures.C2,Measures.Correlation,4,1
250,250,3,Measures.Correlation,Measures.C2,Measures.Correlation,5,0
251,251,3,Measures.Correlation,Measures.C2,Measures.Correlation,5,1
252,252,3,Measures.Correlation,Measures.RSS,Measures.C2,0,0
253,253,3,Measures.Correlation,Measures.RSS,Measures.C2,0,1
254,254,3,Measures.Correlation,Measures.RSS,Measures.C2,1,0
255,255,3,Measures.Correlation,Measures.RSS,Measures.C2,1,1
256,256,3,Measures.Correlation,Measures.RSS,Measures.C2,2,0
257,257,3,Measures.Correlation,Measures.RSS,Measures.C2,2,1
258,258,3,Measures.Correlation,Measures.RSS,Measures.C2,3,0
259,259,3,Measures.Correlation,Measures.RSS,Measures.C2,3,1
260,260,3,Measures.Correlation,Measures.RSS,Measures.C2,4,0
261,261,3,Measures.Correlation,Measures.RSS,Measures.C2,4,1
262,262,3,Measures.Correlation,Measures.RSS,Measures.C2,5,0
263,263,3,Measures.Correlation,Measures.RSS,Measures.C2,5,1
264,264,3,Measures.Correlation,Measures.RSS,Measures.RSS,0,0
265,265,3,Measures.Correlation,Measures.RSS,Measures.RSS,0,1
266,266,3,Measures.Correlation,Measures.RSS,Measures.RSS,1,0
267,267,3,Measures.Correlation,Measures.RSS,Measures.RSS,1,1
268,268,3,Measures.Correlation,Measures.RSS,Measures.RSS,2,0
269,269,3,Measures.Correlation,Measures.RSS,Measures.RSS,2,1
270,270,3,Measures.Correlation,Measures.RSS,Measures.RSS,3,0
271,271,3,Measures.Correlation,Measures.RSS,Measures.RSS,3,1
272,272,3,Measures.Correlation,Measures.RSS,Measures.RSS,4,0
273,273,3,Measures.Correlation,Measures.RSS,Measures.RSS,4,1
274,274,3,Measures.Correlation,Measures.RSS,Measures.RSS,5,0
275,275,3,Measures.Correlation,Measures.RSS,Measures.RSS,5,1
276,276,3,Measures.Correlation,Measures.RSS,Measures.Correlation,0,0
277,277,3,Measures.Correlation,Measures.RSS,Measures.Correlation,0,1
278,278,3,Measures.Correlation,Measures.RSS,Measures.Correlation,1,0
279,279,3,Measures.Correlation,Measures.RSS,Measures.Correlation,1,1
280,280,3,Measures.Correlation,Measures.RSS,Measures.Correlation,2,0
281,281,3,Measures.Correlation,Measures.RSS,Measures.Correlation,2,1
282,282,3,Measures.Correlation,Measures.RSS,Measures.Correlation,3,0
283,283,3,Measures.Correlation,Measures.RSS,Measures.Correlation,3,1
284,284,3,Measures.Correlation,Measures.RSS,Measures.Correlation,4,0
285,285,3,Measures.Correlation,Measures.RSS,Measures.Correlation,4,1
286,286,3,Measures.Correlation,Measures.RSS,Measures.Correlation,5,0
287,287,3,Measures.Correlation,Measures.RSS,Measures.Correlation,5,1
288,288,3,Measures.Correlation,Measures.Correlation,Measures.C2,0,0
289,289,3,Measures.Correlation,Measures.Correlation,Measures.C2,0,1
290,290,3,Measures.Correlation,Measures.Correlation,Measures.C2,1,0
291,291,3,Measures.Correlation,Measures.Correlation,Measures.C2,1,1
292,292,3,Measures.Correlation,Measures.Correlation,Measures.C2,2,0
293,293,3,Measures.Correlation,Measures.Correlation,Measures.C2,2,1
294,294,3,Measures.Correlation,Measures.Correlation,Measures.C2,3,0
295,295,3,Measures.Correlation,Measures.Correlation,Measures.C2,3,1
296,296,3,Measures.Correlation,Measures.Correlation,Measures.C2,4,0
297,297,3,Measures.Correlation,Measures.Correlation,Measures.C2,4,1
298,298,3,Measures.Correlation,Measures.Correlation,Measures.C2,5,0
299,299,3,Measures.Correlation,Measures.Correlation,Measures.C2,5,1
300,300,3,Measures.Correlation,Measures.Correlation,Measures.RSS,0,0
301,301,3,Measures.Correlation,Measures.Correlation,Measures.RSS,0,1
302,302,3,Measures.Correlation,Measures.Correlation,Measures.RSS,1,0
303,303,3,Measures.Correlation,Measures.Correlation,Measures.RSS,1,1
304,304,3,Measures.Correlation,Measures.Correlation,Measures.RSS,2,0
305,305,3,Measures.Correlation,Measures.Correlation,Measures.RSS,2,1
306,306,3,Measures.Correlation,Measures.Correlation,Measures.RSS,3,0
307,307,3,Measures.Correlation,Measures.Correlation,Measures.RSS,3,1
308,308,3,Measures.Correlation,Measures.Correlation,Measures.RSS,4,0
309,309,3,Measures.Correlation,Measures.Correlation,Measures.RSS,4,1
310,310,3,Measures.Correlation,Measures.Correlation,Measures.RSS,5,0
311,311,3,Measures.Correlation,Measures.Correlation,Measures.RSS,5,1
312,312,3,Measures.Correlation,Measures.Correlation,Measures.Correlation,0,0
313,313,3,Measures.Correlation,Measures.Correlation,Measures.Correlation,0,1
314,314,3,Measures.Correlation,Measures.Correlation,Measures.Correlation,1,0
315,315,3,Measures.Correlation,Measures.Correlation,Measures.Correlation,1,1
316,316,3,Measures.Correlation,Measures.Correlation,Measures.Correlation,2,0
317,317,3,Measures.Correlation,Measures.Correlation,Measures.Correlation,2,1
318,318,3,Measures.Correlation,Measures.Correlation,Measures.Correlation,3,0
319,319,3,Measures.Correlation,Measures.Correlation,Measures.Correlation,3,1
320,320,3,Measures.Correlation,Measures.Correlation,Measures.Correlation,4,0
321,321,3,Measures.Correlation,Measures.Correlation,Measures.Correlation,4,1
322,322,3,Measures.Correlation,Measures.Correlation,Measures.Correlation,5,0
323,323,3,Measures.Correlation,Measures.Correlation,Measures.Correlation,5,1
324,324,5,Measures.C2,Measures.C2,Measures.C2,0,0
325,325,5,Measures.C2,Measures.C2,Measures.C2,0,1
326,326,5,Measures.C2,Measures.C2,Measures.C2,1,0
327,327,5,Measures.C2,Measures.C2,Measures.C2,1,1
328,328,5,Measures.C2,Measures.C2,Measures.C2,2,0
329,329,5,Measures.C2,Measures.C2,Measures.C2,2,1
330,330,5,Measures.C2,Measures.C2,Measures.C2,3,0
331,331,5,Measures.C2,Measures.C2,Measures.C2,3,1
332,332,5,Measures.C2,Measures.C2,Measures.C2,4,0
333,333,5,Measures.C2,Measures.C2,Measures.C2,4,1
334,334,5,Measures.C2,Measures.C2,Measures.C2,5,0
335,335,5,Measures.C2,Measures.C2,Measures.C2,5,1
336,336,5,Measures.C2,Measures.C2,Measures.RSS,0,0
337,337,5,Measures.C2,Measures.C2,Measures.RSS,0,1
338,338,5,Measures.C2,Measures.C2,Measures.RSS,1,0
339,339,5,Measures.C2,Measures.C2,Measures.RSS,1,1
340,340,5,Measures.C2,Measures.C2,Measures.RSS,2,0
341,341,5,Measures.C2,Measures.C2,Measures.RSS,2,1
342,342,5,Measures.C2,Measures.C2,Measures.RSS,3,0
343,343,5,Measures.C2,Measures.C2,Measures.RSS,3,1
344,344,5,Measures.C2,Measures.C2,Measures.RSS,4,0
345,345,5,Measures.C2,Measures.C2,Measures.RSS,4,1
346,346,5,Measures.C2,Measures.C2,Measures.RSS,5,0
347,347,5,Measures.C2,Measures.C2,Measures.RSS,5,1
348,348,5,Measures.C2,Measures.C2,Measures.Correlation,0,0
349,349,5,Measures.C2,Measures.C2,Measures.Correlation,0,1
350,350,5,Measures.C2,Measures.C2,Measures.Correlation,1,0
351,351,5,Measures.C2,Measures.C2,Measures.Correlation,1,1
352,352,5,Measures.C2,Measures.C2,Measures.Correlation,2,0
353,353,5,Measures.C2,Measures.C2,Measures.Correlation,2,1
354,354,5,Measures.C2,Measures.C2,Measures.Correlation,3,0
355,355,5,Measures.C2,Measures.C2,Measures.Correlation,3,1
356,356,5,Measures.C2,Measures.C2,Measures.Correlation,4,0
357,357,5,Measures.C2,Measures.C2,Measures.Correlation,4,1
358,358,5,Measures.C2,Measures.C2,Measures.Correlation,5,0
359,359,5,Measures.C2,Measures.C2,Measures.Correlation,5,1
360,360,5,Measures.C2,Measures.RSS,Measures.C2,0,0
361,361,5,Measures.C2,Measures.RSS,Measures.C2,0,1
362,362,5,Measures.C2,Measures.RSS,Measures.C2,1,0
363,363,5,Measures.C2,Measures.RSS,Measures.C2,1,1
364,364,5,Measures.C2,Measures.RSS,Measures.C2,2,0
365,365,5,Measures.C2,Measures.RSS,Measures.C2,2,1
366,366,5,Measures.C2,Measures.RSS,Measures.C2,3,0
367,367,5,Measures.C2,Measures.RSS,Measures.C2,3,1
368,368,5,Measures.C2,Measures.RSS,Measures.C2,4,0
369,369,5,Measures.C2,Measures.RSS,Measures.C2,4,1
370,370,5,Measures.C2,Measures.RSS,Measures.C2,5,0
371,371,5,Measures.C2,Measures.RSS,Measures.C2,5,1
372,372,5,Measures.C2,Measures.RSS,Measures.RSS,0,0
373,373,5,Measures.C2,Measures.RSS,Measures.RSS,0,1
374,374,5,Measures.C2,Measures.RSS,Measures.RSS,1,0
375,375,5,Measures.C2,Measures.RSS,Measures.RSS,1,1
376,376,5,Measures.C2,Measures.RSS,Measures.RSS,2,0
377,377,5,Measures.C2,Measures.RSS,Measures.RSS,2,1
378,378,5,Measures.C2,Measures.RSS,Measures.RSS,3,0
379,379,5,Measures.C2,Measures.RSS,Measures.RSS,3,1
380,380,5,Measures.C2,Measures.RSS,Measures.RSS,4,0
381,381,5,Measures.C2,Measures.RSS,Measures.RSS,4,1
382,382,5,Measures.C2,Measures.RSS,Measures.RSS,5,0
383,383,5,Measures.C2,Measures.RSS,Measures.RSS,5,1
384,384,5,Measures.C2,Measures.RSS,Measures.Correlation,0,0
385,385,5,Measures.C2,Measures.RSS,Measures.Correlation,0,1
386,386,5,Measures.C2,Measures.RSS,Measures.Correlation,1,0
387,387,5,Measures.C2,Measures.RSS,Measures.Correlation,1,1
388,388,5,Measures.C2,Measures.RSS,Measures.Correlation,2,0
389,389,5,Measures.C2,Measures.RSS,Measures.Correlation,2,1
390,390,5,Measures.C2,Measures.RSS,Measures.Correlation,3,0
391,391,5,Measures.C2,Measures.RSS,Measures.Correlation,3,1
392,392,5,Measures.C2,Measures.RSS,Measures.Correlation,4,0
393,393,5,Measures.C2,Measures.RSS,Measures.Correlation,4,1
394,394,5,Measures.C2,Measures.RSS,Measures.Correlation,5,0
395,395,5,Measures.C2,Measures.RSS,Measures.Correlation,5,1
396,396,5,Measures.C2,Measures.Correlation,Measures.C2,0,0
397,397,5,Measures.C2,Measures.Correlation,Measures.C2,0,1
398,398,5,Measures.C2,Measures.Correlation,Measures.C2,1,0
399,399,5,Measures.C2,Measures.Correlation,Measures.C2,1,1
400,400,5,Measures.C2,Measures.Correlation,Measures.C2,2,0
401,401,5,Measures.C2,Measures.Correlation,Measures.C2,2,1
402,402,5,Measures.C2,Measures.Correlation,Measures.C2,3,0
403,403,5,Measures.C2,Measures.Correlation,Measures.C2,3,1
404,404,5,Measures.C2,Measures.Correlation,Measures.C2,4,0
405,405,5,Measures.C2,Measures.Correlation,Measures.C2,4,1
406,406,5,Measures.C2,Measures.Correlation,Measures.C2,5,0
407,407,5,Measures.C2,Measures.Correlation,Measures.C2,5,1
408,408,5,Measures.C2,Measures.Correlation,Measures.RSS,0,0
409,409,5,Measures.C2,Measures.Correlation,Measures.RSS,0,1
410,410,5,Measures.C2,Measures.Correlation,Measures.RSS,1,0
411,411,5,Measures.C2,Measures.Correlation,Measures.RSS,1,1
412,412,5,Measures.C2,Measures.Correlation,Measures.RSS,2,0
413,413,5,Measures.C2,Measures.Correlation,Measures.RSS,2,1
